City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
291,rosetta,31.4044,30.4164,24.91,68,0,5.23,EG,1696537549
292,timbiqui,2.7717,-77.6654,28.41,75,97,3.0,CO,1696537642
293,aweil,8.7682,27.4002,22.65,83,99,1.66,SS,1696537642
294,polyarnyy,69.1989,33.4478,1.36,74,54,9.4,RU,1696537642
295,hithadhoo,-0.6,73.0833,27.36,78,71,4.33,MV,1696537643
296,aasiaat,68.7098,-52.8699,-5.32,76,100,4.38,GL,1696537643
297,belmonte,-15.8631,-38.8828,25.98,81,7,5.47,BR,1696537643
298,south lake tahoe,38.9332,-119.9844,20.34,49,0,1.79,US,1696537643
299,kulhudhuffushi,6.6221,73.07,26.71,84,100,8.44,MV,1696537643
300,shizilu,35.1711,118.8289,14.28,52,100,1.73,CN,1696537643
301,guerrero negro,27.9769,-114.0611,28.23,42,61,4.4,MX,1696537644
302,copiapo,-27.3667,-70.3333,15.83,30,2,4.42,CL,1696537644
303,puerto penasco,31.3167,-113.5333,30.2,36,0,2.6,MX,1696537644
304,san isidro,-12.1167,-77.05,20.77,68,0,5.66,PE,1696537644
305,motueka,-41.1333,173.0167,13.39,72,23,0.43,NZ,1696537644
306,el limon,10.3059,-67.6321,28.85,62,78,1.83,VE,1696537644
307,rumonge,-3.9736,29.4386,26.58,55,64,0.2,BI,1696537644
308,middelburg,-25.7751,29.4648,23.17,19,0,2.16,ZA,1696537644
309,tambopata,-12.7333,-69.1833,38.94,37,20,4.63,PE,1696537645
310,nouadhibou,20.931,-17.0347,27.99,47,100,5.66,MR,1696537645
311,thisted,56.9552,8.6949,13.41,75,100,4.78,DK,1696537645
312,sarangani,5.4033,125.4636,28.19,76,87,3.23,PH,1696537645
313,yuzhno-kurilsk,44.0306,145.8556,14.1,73,100,3.16,RU,1696537645
314,glace bay,46.1969,-59.957,18.25,80,100,3.09,CA,1696537645
315,vuktyl,63.8567,57.3094,8.39,94,100,4.92,RU,1696537645
316,san nicolas,18.1725,120.5953,23.95,100,75,1.03,PH,1696537645
317,tessaoua,13.7574,7.9874,33.2,26,38,4.56,NE,1696537645
318,midvagur,62.0511,-7.1939,8.46,87,100,6.69,FO,1696537646
319,lupane,-18.9315,27.807,19.13,20,2,1.66,ZW,1696537646
320,bamboo flat,11.7,92.7167,26.05,94,75,2.06,IN,1696537646
321,fort bragg,35.139,-79.006,27.68,63,100,3.6,US,1696537646
322,maharajgani,26.1167,84.4833,24.08,95,87,1.68,IN,1696537646
323,champerico,14.3,-91.9167,34.3,77,34,6.5,GT,1696537646
324,mount gambier,-37.8333,140.7667,6.01,74,15,1.94,AU,1696537647
325,the pas,53.8251,-101.2541,10.01,66,100,2.57,CA,1696537647
326,shimanovsk,52.0,127.7,1.73,74,1,3.78,RU,1696537647
327,bayganin,48.6947,55.8742,13.66,69,100,2.76,KZ,1696537647
328,vernon,50.2581,-119.2691,19.74,50,86,0.51,CA,1696537647
329,sarikei,2.1167,111.5167,23.94,98,100,0.56,MY,1696537647
330,jabor,5.921,169.6434,25.94,87,100,0.61,MH,1696537647
331,massawa,15.6097,39.45,31.43,67,0,3.39,ER,1696537647
332,korla,41.7597,86.1469,18.07,25,2,4.34,CN,1696537648
333,olavarria,-36.8927,-60.3225,21.61,31,92,6.37,AR,1696537434
334,zambezi,-13.5432,23.1047,26.62,25,75,1.4,ZM,1696537648
335,paciran,-6.8767,112.3761,26.07,83,71,3.05,ID,1696537648
336,bandon,51.7469,-8.7425,15.77,97,100,7.73,IE,1696537648
337,ratnagiri,16.9833,73.3,25.31,91,29,2.96,IN,1696537648
338,san juan,-31.5375,-68.5364,25.96,12,3,8.67,AR,1696537416
339,pont-sainte-maxence,49.3017,2.6047,15.64,63,100,1.58,FR,1696537648
340,saynshand,44.8824,110.1163,9.83,24,100,3.55,MN,1696537649
341,patterson,37.4716,-121.1297,32.64,37,0,2.59,US,1696537649
342,somerset,40.5668,-74.5496,27.12,67,75,2.57,US,1696537649
343,banda aceh,5.5577,95.3222,26.25,84,99,4.96,ID,1696537457
344,tashtyp,52.7939,89.8983,4.85,83,47,1.71,RU,1696537649
345,alibag,18.6411,72.8792,28.04,85,34,1.77,IN,1696537649
346,capao bonito,-24.0058,-48.3494,18.01,95,75,3.9,BR,1696537649
347,mangai,-4.05,19.5333,24.6,63,27,0.93,CD,1696537650
348,kimbe,-5.5502,150.1429,24.44,89,70,2.15,PG,1696537650
349,maxixe,-23.8597,35.3472,21.05,87,0,4.53,MZ,1696537650
350,kuala tungkal,-0.8167,103.4667,26.48,83,9,3.02,ID,1696537650
351,mili,6.0815,171.735,28.0,74,85,1.21,MH,1696537650
352,orange beach,30.2944,-87.5736,28.19,71,40,3.6,US,1696537650
353,khmilnyk,49.5598,27.9575,12.29,54,100,4.21,UA,1696537566
354,acarau,-2.8856,-40.12,28.04,63,50,8.94,BR,1696537651
355,alpena,45.0617,-83.4327,19.14,92,100,4.12,US,1696537651
356,taulaga,-11.0553,-171.0883,27.55,79,24,6.01,AS,1696537651
357,ust'-kulom,61.6864,53.6902,4.32,95,52,1.86,RU,1696537651
358,agadez,19.75,10.25,28.16,19,0,3.49,NE,1696537651
359,constantia,44.1833,28.65,16.5,84,81,3.09,RO,1696537591
360,kill devil hills,36.0307,-75.676,28.0,80,100,3.6,US,1696537653
361,fort st. john,56.2499,-120.8529,5.94,39,75,4.63,CA,1696537653
362,tippi,7.2,35.45,17.75,95,40,1.59,ET,1696537653
363,rio gallegos,-51.6226,-69.2181,10.03,50,75,8.23,AR,1696537654
364,wiecbork,53.3538,17.4906,11.72,83,2,4.31,PL,1696537654
365,atar,20.5169,-13.0499,36.52,13,81,3.64,MR,1696537654
366,sur,22.5667,59.5289,30.6,49,5,4.37,OM,1696537655
367,kupang,-10.1667,123.5833,26.32,69,40,2.57,ID,1696537655
368,sao vicente,-23.9631,-46.3919,23.1,62,100,2.06,BR,1696537356
369,sao raimundo das mangabeiras,-7.0219,-45.4811,39.54,17,63,4.93,BR,1696537655
370,aix-les-bains,45.6834,5.9224,17.31,89,0,0.45,FR,1696537390
371,puerto santa,-8.9906,-78.6456,21.32,81,94,4.8,PE,1696537655
372,flying fish cove,-10.4217,105.6791,23.82,100,100,5.14,CX,1696537655
373,suva,-18.1416,178.4415,21.71,60,75,3.6,FJ,1696537655
374,moroni,-11.7022,43.2551,25.45,83,6,1.26,KM,1696537655
375,ulanhot,46.0833,122.0833,7.05,55,6,3.0,CN,1696537656
376,awjilah,29.1081,21.2869,25.59,38,86,5.4,LY,1696537656
377,aykhal,66.0,111.5,-8.85,92,82,3.58,RU,1696537657
378,muisne,0.6,-80.0333,26.51,74,53,3.87,EC,1696537657
379,namibe,-15.1961,12.1522,19.51,88,69,2.32,AO,1696537657
380,bo phloi,14.3236,99.5161,24.57,93,100,1.2,TH,1696537432
381,baker city,44.7749,-117.8344,20.89,53,0,1.04,US,1696537657
382,mahdia,35.5047,11.0622,24.97,66,0,1.37,TN,1696537657
383,bodo,67.28,14.405,5.02,80,75,9.26,NO,1696537657
384,sabang,5.8933,95.3214,27.49,79,97,7.83,ID,1696537657
385,santa elena de uairen,4.6167,-61.1333,28.65,46,89,2.2,VE,1696537657
386,cill airne,52.05,-9.5167,15.48,99,100,3.03,IE,1696537657
387,shihezi,44.3,86.0333,15.49,46,0,2.56,CN,1696537658
388,yarmolyntsi,49.1924,26.8373,10.04,52,100,3.32,UA,1696537658
389,wajir,1.7471,40.0573,29.87,46,16,9.23,KE,1696537658
390,kismayo,-0.3582,42.5454,25.93,85,10,5.51,SO,1696537658
391,edeia,-17.3383,-49.9314,33.17,36,36,3.86,BR,1696537658
392,usinsk,65.9939,57.5281,5.6,79,99,6.26,RU,1696537658
393,colonia,50.9333,6.95,14.42,83,40,0.51,DE,1696537596
394,talnakh,69.4865,88.3972,0.67,85,100,5.39,RU,1696537658
395,hilo,19.7297,-155.09,28.47,73,0,2.24,US,1696537658
396,pervomaisc,46.7339,29.9586,14.36,68,86,2.98,MD,1696537658
397,nantucket,41.2835,-70.0995,19.49,99,100,3.6,US,1696537659
398,antofagasta,-23.65,-70.4,17.6,69,8,2.98,CL,1696537413
399,lautoka,-17.6167,177.4667,22.92,53,20,5.66,FJ,1696537659
400,yinchuan,38.4681,106.2731,11.77,69,100,1.34,CN,1696537659
401,rawlins,41.7911,-107.2387,15.2,41,75,6.69,US,1696537659
402,grants,35.1473,-107.8514,22.13,15,0,0.0,US,1696537659
403,lae,-6.7221,146.9847,24.37,79,94,1.79,PG,1696537659
404,santana,-0.0583,-51.1817,33.1,52,40,5.66,BR,1696537660
405,kavaratti,10.5669,72.642,27.13,72,26,3.42,IN,1696537660
406,angaur state,6.906,134.13,27.31,80,100,6.14,PW,1696537660
407,tete,-16.1564,33.5867,30.05,37,0,1.54,MZ,1696537660
408,pathein,16.7833,94.7333,25.25,93,99,2.46,MM,1696537660
409,wegorzewo,54.2157,21.7372,10.33,83,80,5.47,PL,1696537660
410,melfort,52.8667,-104.6177,2.07,87,100,8.23,CA,1696537660
411,camana,-16.6228,-72.7111,19.72,79,65,3.49,PE,1696537661
412,sitka,57.0531,-135.33,15.94,77,100,7.2,US,1696537661
413,alo,7.4178,6.7371,24.51,96,100,1.73,NG,1696537662
414,wagga wagga,-35.1167,147.3667,11.58,96,100,0.81,AU,1696537662
415,orapa,-21.2833,25.3667,23.11,11,48,3.91,BW,1696537662
416,salinas,36.6777,-121.6555,37.22,30,0,4.63,US,1696537662
417,lompoc,34.6391,-120.4579,36.08,44,0,3.6,US,1696537662
418,nguigmi,14.2495,13.1092,32.9,30,28,2.92,NE,1696537662
419,sisimiut,66.9395,-53.6735,0.41,64,100,5.64,GL,1696537662
420,barmer,25.75,71.3833,27.31,51,0,4.38,IN,1696537662
421,rabo de peixe,37.8,-25.5833,22.73,94,40,7.2,PT,1696537663
422,itaituba,-4.2761,-55.9836,37.09,41,20,1.02,BR,1696537663
423,mbaiki,3.8678,17.9892,22.51,98,100,0.32,CF,1696537645
424,armstrong,-32.7822,-61.6022,26.17,16,0,4.72,AR,1696537663
425,marat,25.0701,45.4615,28.91,22,0,5.56,SA,1696537663
426,radom,51.4025,21.1471,13.41,88,40,4.12,PL,1696537558
427,phongsali,21.6833,102.1058,15.97,99,28,0.19,LA,1696537663
428,basco,20.4487,121.9702,28.02,78,100,5.07,PH,1696537664
429,phan rang-thap cham,11.5667,108.9833,25.92,90,100,1.79,VN,1696537664
430,wenchang,30.904,118.4887,15.27,83,15,3.67,CN,1696537664
431,ciudad bolivar,8.1222,-63.5497,27.22,81,99,4.71,VE,1696537664
432,mae hong son,19.3003,97.9685,23.34,94,96,0.52,TH,1696537664
433,vorkuta,67.5,64.0,3.83,93,100,10.08,RU,1696537664
434,uliastay,47.7417,96.8444,1.63,92,100,1.03,MN,1696537665
435,zaragoza,41.6561,-0.8773,25.57,34,0,3.6,ES,1696537495
436,tralee,52.2704,-9.7026,15.53,98,100,3.19,IE,1696537665
437,matoury,4.8483,-52.3317,31.98,62,0,8.23,GF,1696537665
438,chistopol',55.3631,50.6424,10.18,67,100,2.69,RU,1696537665
439,atherton,53.5237,-2.4935,16.35,88,100,1.34,GB,1696537665
440,port-vila,-17.7338,168.3219,18.78,94,100,2.06,VU,1696537666
441,pangani,-5.4333,38.9667,24.24,87,7,1.95,TZ,1696537666
442,islamkot,24.6997,70.177,26.35,77,1,6.05,PK,1696537666
443,vilyuchinsk,52.9306,158.4028,8.29,81,32,1.29,RU,1696537666
444,boguchany,58.3814,97.4531,7.7,92,99,3.58,RU,1696537666
445,mildura,-34.2,142.15,11.71,88,76,5.34,AU,1696537666
446,greenville,35.6127,-77.3663,29.09,55,0,1.54,US,1696537666
447,hozat,39.1083,39.2213,10.68,51,95,0.99,TR,1696537666
448,general conesa,-40.1,-64.4333,21.16,15,100,8.89,AR,1696537666
449,keflavik,64.0049,-22.5624,5.95,81,75,3.09,IS,1696537667
450,mayya,61.7333,130.2811,-3.38,96,22,2.09,RU,1696537667
451,mil'kovo,55.6078,37.7956,10.23,77,100,5.46,RU,1696537667
452,elk city,35.412,-99.4043,28.12,23,0,6.17,US,1696537667
453,cleveland,41.4995,-81.6954,26.45,61,100,4.12,US,1696537667
454,tobelo,1.7284,128.0095,25.95,83,76,1.36,ID,1696537667
455,grand falls-windsor,48.9332,-55.6649,10.84,76,53,1.42,CA,1696537667
456,bridlington,54.0831,-0.1919,15.5,97,100,3.58,GB,1696537667
457,masuguru,-11.3667,38.4167,27.23,55,9,3.36,TZ,1696537667
458,nelson bay,-32.7167,152.15,13.33,63,0,5.81,AU,1696537669
459,bahia honda,22.9036,-83.1592,29.45,70,46,3.9,CU,1696537669
460,whakatane,-37.9585,176.9854,16.05,67,36,1.34,NZ,1696537669
461,hawera,-39.5917,174.2833,12.26,92,86,3.3,NZ,1696537669
462,porto empedocle,37.2934,13.5264,22.06,81,1,1.13,IT,1696537669
463,yelizovo,53.1873,158.3805,8.22,100,75,1.0,RU,1696537669
464,happy valley-goose bay,53.3168,-60.3315,20.17,56,20,3.6,CA,1696537467
465,severo-yeniseyskiy,60.3725,93.0408,3.65,97,90,4.92,RU,1696537581
466,togur,58.3631,82.8265,10.08,89,73,4.47,RU,1696537669
467,puerto baquerizo moreno,-0.9,-89.6,27.55,65,75,4.12,EC,1696537669
468,yafran,32.0633,12.5286,19.06,65,0,3.23,LY,1696537670
469,kirakira,-10.4544,161.9205,25.87,84,100,5.17,SB,1696537670
470,sinop,41.7711,34.8709,12.26,81,99,2.1,TR,1696537671
471,fort morgan,40.2503,-103.8,18.68,36,73,2.57,US,1696537671
472,along,28.1667,94.7667,22.83,100,100,0.21,IN,1696537671
473,luang namtha,20.9497,101.4011,21.71,97,57,0.38,LA,1696537671
474,imbituba,-28.24,-48.6703,18.83,85,100,1.37,BR,1696537672
475,birobidzhan,48.8,132.95,5.46,83,100,2.32,RU,1696537672
476,san pedro pochutla,15.7333,-96.4667,29.84,77,92,2.09,MX,1696537673
477,namanga,-2.5433,36.7905,21.66,55,57,4.0,KE,1696537673
478,cassilandia,-19.1133,-51.7342,34.74,31,91,3.75,BR,1696537673
479,nabire,-3.3667,135.4833,24.2,90,99,1.42,ID,1696537673
480,santa ana,33.7456,-117.8678,38.01,38,0,3.6,US,1696537673
481,prince rupert,54.3161,-130.3201,15.05,89,100,7.2,CA,1696537673
482,broken hill,-31.95,141.4333,10.69,89,2,3.79,AU,1696537673
483,anar darah,32.7587,61.654,27.16,22,2,2.98,AF,1696537673
484,farkhar,36.5729,69.8578,21.53,27,100,1.25,AF,1696537673
485,miranda,3.2499,-76.2281,29.07,65,67,0.63,CO,1696537674
486,bobo-dioulasso,11.1771,-4.2979,27.25,89,0,1.03,BF,1696537674
487,tarko-sale,64.9225,77.785,7.22,88,67,7.15,RU,1696537674
488,howard springs,-12.497,131.047,23.95,77,49,2.28,AU,1696537674
489,souillac,-20.5167,57.5167,22.21,68,20,2.57,MU,1696537674
490,hasaki,35.7333,140.8333,16.22,43,89,7.74,JP,1696537674
491,carovigno,40.708,17.655,21.27,72,6,1.85,IT,1696537674
492,tromso,69.6496,18.957,2.01,87,75,4.63,NO,1696537674
493,yarmouth,41.7057,-70.2286,22.86,88,40,3.09,US,1696537674
494,bargaal,11.2864,51.0773,27.4,75,5,3.13,SO,1696537675
495,tazacorte,28.629,-17.9293,23.54,88,0,2.06,ES,1696537675
496,psachna,38.5833,23.6333,19.84,59,13,0.95,GR,1696537675
497,halol,22.5,73.4667,23.51,64,11,2.61,IN,1696537585
498,lamu,-2.2717,40.902,24.12,87,11,4.85,KE,1696537675
499,estes park,40.3772,-105.5217,16.02,39,4,3.58,US,1696537675
500,cabedelo,-6.9811,-34.8339,27.37,78,34,6.02,BR,1696537675
501,khanty-mansiysk,61.0042,69.0019,11.06,58,0,6.0,RU,1696537675
502,riviere-du-loup,47.8304,-69.5342,22.15,68,97,3.09,CA,1696537675
503,west bay,19.3667,-81.4167,32.04,75,40,2.06,KY,1696537676
504,new plymouth,-39.0667,174.0833,10.73,94,96,3.62,NZ,1696537676
505,ishigaki,24.3448,124.1572,27.07,94,20,3.09,JP,1696537577
506,puerto armuelles,8.2833,-82.8667,28.99,74,65,2.24,PA,1696537676
507,sudak,44.85,34.9667,12.55,83,7,2.54,UA,1696537676
508,chandler,33.3062,-111.8412,36.82,13,0,3.09,US,1696537676
509,alofi,-19.0595,-169.9187,22.94,56,40,5.66,NU,1696537676
510,verkhniy baskunchak,48.2256,46.7217,14.25,79,100,4.83,RU,1696537677
511,uribia,11.7139,-72.266,30.7,60,100,5.68,CO,1696537677
512,bondo,3.8146,23.6866,21.09,97,21,0.65,CD,1696537677
513,aksu,41.1231,80.2644,17.81,31,0,2.75,CN,1696537677
514,bubaque,11.2833,-15.8333,27.93,82,86,3.66,GW,1696537677
515,novoishimskiy,53.1981,66.7694,11.14,62,41,3.67,KZ,1696537677
516,al kharijah,25.4514,30.5464,27.64,39,0,4.05,EG,1696537677
517,flin flon,54.7682,-101.865,8.91,87,100,5.66,CA,1696537677
518,lodwar,3.1191,35.5973,31.44,34,14,9.27,KE,1696537678
519,mo i rana,66.3128,14.1428,2.4,92,40,2.24,NO,1696537502
520,labrador city,52.9463,-66.9114,18.95,68,75,6.17,CA,1696537678
521,akrehamn,59.2667,5.1833,13.01,82,75,5.14,NO,1696537678
522,karditsa,39.3656,21.9217,17.77,59,96,0.86,GR,1696537416
523,troitskaya,43.3056,44.9789,17.87,57,30,0.45,RU,1696537678
524,bata,1.8639,9.7658,25.77,88,100,3.36,GQ,1696537678
525,brisas de zicatela,15.8369,-97.0419,31.29,51,40,4.12,MX,1696537678
526,fort-shevchenko,44.5086,50.263,18.39,70,4,3.84,KZ,1696537679
527,kailua-kona,19.6406,-155.9956,29.6,71,40,3.09,US,1696537679
528,colares,38.7992,-9.4469,24.8,26,0,6.17,PT,1696537679
529,malango,-2.9627,119.9001,19.19,89,10,0.87,ID,1696537679
530,podporozh'ye,60.9112,34.1706,5.97,98,97,0.97,RU,1696537679
531,bosansko grahovo,44.1794,16.3639,15.36,82,53,1.91,BA,1696537679
532,qina,26.1642,32.7267,30.43,32,0,3.19,EG,1696537679
533,aradippou,34.95,33.5917,24.69,62,0,2.57,CY,1696537680
534,sitia,35.2,26.0986,22.21,67,0,4.91,GR,1696537680
535,mana,5.6592,-53.7767,28.5,77,100,5.3,GF,1696537680
536,mancio lima,-7.6142,-72.8958,39.04,35,75,4.12,BR,1696537680
537,xiazhuang,34.9161,118.6389,14.89,50,100,2.3,CN,1696537680
538,bilgoraj,50.5411,22.722,12.64,66,97,4.44,PL,1696537403
539,gaigeturi,33.4644,126.3183,17.03,67,75,3.09,KR,1696537680
540,kontcha,7.9667,12.2333,23.0,92,100,1.49,CM,1696537680
541,garissa,-0.4536,39.6401,26.15,67,62,8.13,KE,1696537681
542,hami,42.8,93.45,16.2,40,6,3.41,CN,1696537681
543,smithers,54.7804,-127.1743,9.18,87,100,3.09,CA,1696537681
544,baotou,40.6522,109.8222,12.17,49,100,2.11,CN,1696537681
545,tofol,5.3248,163.0078,28.51,74,100,5.18,FM,1696537681
546,makokou,0.5738,12.8642,22.08,96,100,0.62,GA,1696537681
547,hobyo,5.3505,48.5268,26.71,81,43,6.91,SO,1696537681
548,las khorey,11.1595,48.1967,30.23,70,15,2.46,SO,1696537682
549,vel'sk,61.0701,42.0983,10.15,73,100,4.47,RU,1696537682
550,touros,-5.1989,-35.4608,26.14,75,59,6.24,BR,1696537682
551,dickinson,29.4608,-95.0513,25.09,84,100,3.6,US,1696537682
552,tucuma,-0.1833,-50.05,30.37,59,9,5.97,BR,1696537682
553,quesnel,52.9999,-122.5029,11.28,76,100,2.06,CA,1696537683
554,karwar,14.8,74.1333,25.44,90,96,3.25,IN,1696537683
555,xuddur,4.1213,43.8894,24.77,75,93,5.92,SO,1696537683
556,galesong,-5.3166,119.3661,22.01,70,3,1.96,ID,1696537684
557,rockdale,33.6501,-84.0166,28.56,51,0,1.54,US,1696537684
558,huarmey,-10.0681,-78.1522,22.64,77,34,4.78,PE,1696537526
559,jwaneng,-24.6004,24.7303,22.11,14,62,4.84,BW,1696537684
560,puerto rico,-26.796,-55.024,25.7,38,32,0.51,AR,1696537684
561,gamba,-2.65,10.0,24.67,89,98,3.16,GA,1696537684
562,oranjemund,-28.55,16.4333,15.09,90,20,4.08,NA,1696537587
563,kizel,59.0471,57.6477,4.86,89,43,0.77,RU,1696537684
564,cedeira,43.6797,-8.0209,17.8,75,5,0.63,ES,1696537684
565,kijang,35.2442,129.2139,10.85,49,21,2.3,KR,1696537684
566,ancud,-41.8697,-73.8203,9.91,76,99,5.9,CL,1696537685
567,aripuana,-9.1667,-60.6333,40.45,18,90,2.01,BR,1696537685
568,ungsang-nodongjagu,42.3578,130.4622,11.12,43,0,7.33,KP,1696537685
569,pizarro,4.9533,-77.366,27.12,82,94,2.35,CO,1696537685
570,saudarkrokur,65.7461,-19.6394,2.89,74,84,2.05,IS,1696537685
571,fale old settlement,-9.3852,-171.2468,28.2,73,13,2.99,TK,1696537685
572,hola,51.5377,23.1902,14.1,76,71,6.01,PL,1696537685
573,la junta,37.985,-103.5438,22.88,27,0,3.09,US,1696537686
574,yamba,-5.9,22.3,27.12,40,84,0.96,CD,1696537686
575,yakeshi,49.2833,120.7333,2.75,70,0,0.21,CN,1696537686
576,eyl,7.9803,49.8164,27.16,76,79,7.11,SO,1696537686
577,pisco,-13.7,-76.2167,20.57,83,75,3.09,PE,1696537686
578,bom jesus,-9.0744,-44.3586,38.19,20,95,4.11,BR,1696537686
579,potoci,43.4086,17.8786,18.73,77,0,1.03,BA,1696537686
580,zyrya,40.3661,50.2917,16.05,54,0,3.41,AZ,1696537686
581,orkney,-26.9802,26.6727,22.37,16,0,1.94,ZA,1696537686
582,banjarmasin,-3.3244,114.591,24.08,92,20,1.77,ID,1696537566
583,ad-damazin,11.7891,34.3592,26.57,72,2,3.27,SD,1696537687
584,kapa'a,22.0752,-159.319,29.71,74,40,4.63,US,1696537687
